handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_6c45ad16-b1b8-233e-d626-bc6a996f6be3,Product,Hyperpigmentation Fix Targeted Skincare for Dark Spots & Uneven Skin Tone,"<p>Fade dark spots, correct uneven skin tone, and reveal a radiant complexion with our Hyperpigmentation Fix – a collection of natural skincare bundles designed for effective hyperpigmentation treatment. Whether you’re battling post-acne marks or sun damage, these curated sets deliver real results using potent, skin-loving ingredients.</p><p>&nbsp;</p><p>1. Glow Getter Bundle – Brightening Skincare for Hyperpigmentation</p><p>Your go-to trio for fast results and visibly glowing skin.</p><p>&nbsp;</p><p>Includes:</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Kojie Fade Soap – a kojic acid-based cleanser that brightens dull skin and fades discoloration</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Skin Balance Toner – minimizes pores and restores skin clarity</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Kojie Fade Serum – concentrated dark spot remover for targeted fading</p><p>&nbsp;</p><p>2. Spotless Radiance Set – Natural Skincare for Dark Spots</p><p>Deep treatment bundle for textured, uneven, and acne-prone skin.</p><p>&nbsp;</p><p>Includes:</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Neem Turmeric Soap or Calm Theory Soap– anti-inflammatory and brightening for blemish-&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; prone skin</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Truglow Sugar Scrub – exfoliates and enhances skin renewal</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Niaskin Boost Elixir – niacinamide-powered serum for smoother, clearer skin</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Clear Era Vanishing Cream – lightweight cream to hydrate and reduce hyperpigmentation</p><p>&nbsp;</p><p>3. Yaad Glow Essentials – Glowing Skin Products Inspired by Nature</p><p>Island-inspired essentials for long-lasting glow and even skin tone.</p><p>&nbsp;</p><p>Includes:</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Glow Therapy Soap – clears blemishes while promoting radiant skin</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Claritone Toner – balances oil and refines skin texture</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Glow Reset Sugar Scrub – exfoliates and brightens</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Revive Facial Oil – deeply nourishes and evens skin tone</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Firm Skin Cream – supports skin firmness and natural glow</p><p>&nbsp;</p><p>4. Even Glow Kit – Complete Hyperpigmentation Treatment Set</p><p>A 4-step regimen designed to fade spots and maintain a radiant complexion.</p><p>&nbsp;</p><p>Includes:</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Kojie Fade Soap – brightens and smooths uneven skin tone</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Skin Balance Toner – refreshes and prepares skin</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Kojie Fade Serum – deeply targets dark spots and discoloration</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Clear Era Vanishing Cream – locks in moisture and fades blemishes</p><p>&nbsp;</p><p>All bundles feature natural skincare for hyperpigmentation and are crafted with skin-brightening ingredients proven to support clear, glowing skin.</p><p>&nbsp;</p><p>Shop the Hyperpigmentation Fix now – your all-in-one solution for glowing, even-toned skin.</p>",666008_10b1159d2c6c4c7796ff2bed50ba4063~mv2.jpg;666008_91182fca870a4b8381f79b03d6c72f73~mv2.jpg;666008_26fa1d54e76d463c8f4f17a5c0a0d8c7~mv2.jpg,Natural Skincare Bundles & Treatment Sets,,,4800.0,,true,PERCENT,0.0,0,,,Bundles,DROP_DOWN,Glow Getter Bundle;Spotless Radiance Set;Yaad Glow Essentials;Even Glow Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foryou Skin Bar
product_6c45ad16-b1b8-233e-d626-bc6a996f6be3,Variant,,,,,FSB999215,,,2400.0,true,,,0,,,,,Yaad Glow Essentials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6c45ad16-b1b8-233e-d626-bc6a996f6be3,Variant,,,,,FSB9996214,,,1550.0,true,,,3,,,,,Spotless Radiance Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6c45ad16-b1b8-233e-d626-bc6a996f6be3,Variant,,,,,FSB999216,,,2000.0,true,,,2,,,,,Even Glow Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6c45ad16-b1b8-233e-d626-bc6a996f6be3,Variant,,,,,FSB9996213,,,,true,,,0,,,,,Glow Getter Bundle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_271c5576-2686-4d26-3b1c-4bc6eedc3cdd,Product,Calm Theory Soap Bar with Moringa and Neem for Even Skin Tone,"<p>Calm Theory Soap Bar – Detox, Soothe, and Balance</p><p>&nbsp;</p><p>Sensitive, breakout-prone, or oily skin? The Calm Theory Soap Bar gently purifies while restoring balance. Handmade in Jamaica with Moringa Oil and Neem Leaf, this bar cleanses deeply without stripping your skin.</p><p>&nbsp;</p><p>Deeply Detoxifies &amp; Clarifies:&nbsp;Neem works to unclog pores, absorb excess oil, and purify your skin from buildup.</p><p>&nbsp;</p><p>Balances Without Drying:&nbsp;Moringa and plant-based butters keep your skin nourished while removing impurities.</p><p>&nbsp;</p><p>Soothes &amp; Calms Irritation: Ideal for acne-prone and sensitive skin types needing a gentle yet effective cleanse.</p><p>&nbsp;</p><p>Jamaican-Made, With Purpose:&nbsp;Created for women tired of harsh cleansers that leave skin dry and inflamed. This bar restores calm and clarity.</p><p>&nbsp;</p><p>Add the Calm Theory Soap Bar to your cleansing routine and feel your skin breathe again.</p>",666008_650563e3972849938126cac6bc8dc42b~mv2.png;666008_0e3c9b6ee5e247088fba4e833f801c10~mv2.jpg,Handcrafted Natural Soap Bars - Jamaica;Natural Acne & Blemish Control Solutions,,,1500.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4.7oz,,,,,,,,,,,,,,,,BENEFITS,"<ul> 
 <li> <p>Deeply detoxifying and clarifying</p> </li> 
 <li> <p>Balances oil production without over-drying</p> </li> 
 <li> <p>Soothes inflammation and supports healing of breakouts</p> </li> 
 <li> <p>Gentle exfoliation and pore purification</p> </li> 
 <li> <p>Rich in antioxidants to help fight skin-aging free radicals</p> </li> 
 <li> <p>Ideal for oily, acne-prone and sensitive skin</p> </li> 
</ul>",INGREDIENTS,"<p>Coconut Oil, Water, Shea Butter, Grapeseed Oil, Olive Oil, Sodium Hydroxide, Moringa Seed Oil, Jamaican Black Castor Oil, Kokum Butter, Moringa Leaf Powder and&nbsp;Neem Leaf Powder.</p>",INSTRUCTIONS,"<p>Lather with water and massage onto damp face. Rinse thoroughly and follow with toner, treatment and moisturizer. Use daily for best results</p>",RETURN POLICY,"<p>Returns accepted within 7 days of receipt. Item must be unused, unopened and in original packaging.</p>",,,,,,,,,,,Foryou Skin Bar
product_271c5576-2686-4d26-3b1c-4bc6eedc3cdd,Variant,,,,,FSB1112145,,,,true,,,0,,,,,4.7oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_af65e9d6-4c3b-5a95-05e5-85c484eea4a3,Product,Roots Beard Oil,"<p><span style=""color:#000000;"">Nourish. Strengthen. Grow.</span></p><p><span style=""color:#000000;"">Crafted for the modern man who respects nature and tradition, Roots Beard Oil is a powerful blend of plant-based oils and herbal infusions designed to keep your beard soft, strong, and thriving.</span></p><p>&nbsp;</p><p><span style=""color:#000000;"">Blended with Jojoba, Coconut, Olive, and Argan Oils, this nourishing formula delivers deep hydration without clogging pores or leaving a greasy feel. We’ve taken it a step further by infusing real rosemary leaves—a natural stimulant for hair growth—and finishing it with the grounding scent of Rosemary and Cedarwood essential oils for a fresh, earthy aroma.</span></p><p>&nbsp;</p><p><span style=""color:#000000;"">Whether you're rocking stubble or a full mane, Roots Beard Oil tames frizz, reduces itch, and promotes healthier, fuller-looking growth from the skin up.</span></p>",666008_47fb0c7e2827416193dabdb2e8912f0f~mv2.jpg,Natural Men's Grooming & Beard Care,FSB7229091,,1900.0,,false,PERCENT,0.0,2,0.08,,,,,,,,,,,,,,,,,,,,BENEFITS,"<p><span>Why You’ll Love It:</span></p> 
<ul> 
 <li> <p><span>Stimulates beard growth &amp; thickness</span></p> </li> 
 <li> <p><span>Soothes dry, itchy skin beneath</span></p> </li> 
 <li> <p><span>Softens and conditions facial hair</span></p> </li> 
 <li> <p><span>Lightweight, non-greasy formula</span></p> </li> 
 <li> <p><span>Made with 100% natural, plant-based ingredients</span></p> </li> 
 <li> <p><span>Handcrafted in Jamaica</span></p> </li> 
</ul>",INGREDIENTS,"<p>Jojoba Oil, Coconut Oil, Olive Oil, Argan Oil, Rosemary Leaves, Rosemary Essential Oil, Cedarwood Essential Oil.</p>",INSTRUCTIONS,"<p>Apply 3–5 drops to palms, rub together, and massage into beard and skin. Use daily for best results.</p>",RETURN POLICY,"<p>Returns accepted within 7 days of receipt. Item must be unused, unopened and in original packaging.</p>",,,,,,,,,,,
product_d8747b81-8460-0680-9341-f43334c06338,Product,ClariTone Brightening and Balancing Toner for Acne Spots and Hyperpigmentation,"<p>Claritone Toner – Balance, Refresh &amp; Refine</p><p>&nbsp;</p><p>Tired of oily skin, clogged pores, or dullness?<br>Claritone Toner brings your skin back into balance. Handmade in Jamaica, this refreshing toner sweeps away leftover dirt, tightens pores, and preps your skin for the rest of your routine — without stripping or stinging.</p><p>&nbsp;</p><p>Benefits</p><ul>	<li>	<p>Balances &amp; Refines Pores: Witch Hazel and Aloe help remove excess oil and minimize pores for smoother-looking skin.</p>	</li>	<li>	<p>Protect &amp; Soothes: Goji Berry Extract provides antioxidant protection to reduce signs of aging and reduce irritation.</p>	</li>	<li>	<p>Hydrating, Not Drying: Leaves your skin calm, soft, and refreshed.</p>	</li></ul><p>&nbsp;</p><p>Jamaican-Made, With Purpose</p><p>Crafted by hand for women fighting acne and hyperpigmentation who want real, natural results.</p><p>No alcohol. No irritation. Just clarity in a bottle.</p><p>&nbsp;</p><p><em>Add Claritone Toner to your routine and pair it with our Clear Skin Serum for the ultimate blemish-fighting combo.</em></p>",666008_b704d2f24f844aaba9d125f732520c93~mv2.png;666008_1eacbab2c8014d50a340bd79a5e59e81~mv2.jpg,Facial Toners & Cleansing Essences;Natural Hydrating & Age Defying Essentials;Natural Acne & Blemish Control Solutions,FSB5114798,,2000.0,,true,PERCENT,0.0,0,0.26,,,,,,,,,,,,,,,,,,,,BENEFITS,"<p>Why Your Skin Needs ClariTone</p>

<ul>
	<li>Clears &amp; Prevents Breakouts</li>
	<li><span style=""background-color: transparent;"">Soothes &amp; Hydrates</span></li>
	<li>
	<p>Fades Dark Spots &amp; Evens Skin Tone</p>
	</li>
	<li>
	<p>Balances &amp; Preps Your Skin</p>
	</li>
	<li>
	<p>Restores your skin’s natural pH, preventing excess oiliness or dryness.</p>
	</li>
	<li>
	<p>Enhances absorption of serums and moisturizers, making your entire routine more effective.</p>
	</li>
	<li>Lightweight, Non-Greasy &amp; Refreshing</li>
	<li>
	<p>Instantly revitalizes your skin with a fresh, clean feel—no sticky residue, just pure skin-loving goodness.</p>
	</li>
</ul>

<p>Who Is It For?</p>

<ul>
	<li>Acne-prone &amp; oily skin needing oil control and breakout prevention</li>
	<li>Hyperpigmentation &amp; dark spot concerns looking for brightening and evening out</li>
	<li>Sensitive skin that needs gentle hydration and soothing care</li>
</ul>
",INGREDIENTS,"<p>Aloe Barbadensis (Aloe Vera) Leaf Juice, Hamamelis Virginiana (Witch Hazel) Water,&nbsp;Glycerin (and) Water (and) Hibiscus Sabdariffa Flower Extract,&nbsp;Propanediol (and) Water (and) Lycium Barbarum (Goji) Fruit Extract, Polysorbate 20,&nbsp;Propylene Glycol, Diazolidinyl Urea, and Iodopropynyl Butylcarbamate.</p>
",INSTRUCTIONS,"<p>After cleansing, apply Claritone to a cotton pad and gently sweep over your face and neck. Follow with your favorite serum and moisturizer. Use daily for best results.</p>",RETURN POLICY,"<p>Returns accepted up to seven days after receipt. Items must be unopened, unused and in original packaging.</p>",,,,,,,,,,,Foryou Skin Bar
product_4bf12fc4-675e-74a4-c621-77e5f6732e04,Product,Clear Era Vanishing Cream Spot and Hyperpigmentation Corrector,"<p>Clear Era Vanishing Cream – Fade Spots, Restore Confidence</p><p>&nbsp;</p><p>Say goodbye to stubborn acne marks and uneven tone. The Clear Era Vanishing Cream is the number 1 spot and hyperpigmentation corrector&nbsp;handmade in Jamaica to fade dark spots, refine texture, and promote smoother, more even skin.</p><p>&nbsp;</p><p>Fades Post-Acne Marks:&nbsp;Targets discoloration and helps reduce the appearance of acne scars for visibly clearer skin.</p><p>&nbsp;</p><p>Improves Skin Texture:&nbsp;Softens rough areas and promotes smoother, healthier-looking skin with consistent use.</p><p>&nbsp;</p><p>Hydrates Without Greasiness:&nbsp;Absorbs quickly and layers well with your favorite serums or sunscreen.</p><p>&nbsp;</p><p>Jamaican-Made, With Purpose:&nbsp;Crafted for women ready to move beyond covering up and start feeling confident in their real skin.</p><p>&nbsp;</p><p>Add the Clear Era Vanishing Cream our spot and hyperpigmentation corrector to your routine and let your clear, even skin shine through.</p>",666008_5ace6d1c489e4383b77ffdbac65b4c33~mv2.png;666008_65099ff3e2f748ea856c7a862efa1625~mv2.png;666008_d749eae39937408a8cb398e7c528a812,Natural Skin Brightening Essentials;Face & Body Moisturizing Creams,FSB4145581,,2000.0,,true,PERCENT,0.0,0,0.1,289.5,,,,,,,,,,,,,,,,,,,BENEFITS,"<ul> 
 <li>Fades Dark Spots &amp; Hyperpigmentation</li> 
 <li>Deeply Hydrates &amp; Nourishes</li> 
 <li>Lightweight, non-greasy formula absorbs quickly without clogging pores.</li> 
 <li>Soothes &amp; Protects Skin</li> 
 <li>Multi-Purpose &amp; Versatile</li> 
 <li>Safe for use on the face and body, including cheeks, forehead, jawline, underarms, elbows, and knees.</li> 
 <li>Suitable for all skin types, including oily, dry, combination, and sensitive skin.</li> 
 <li>Handmade in Jamaica with Love</li> 
 <li>Crafted with natural, high-performance ingredients that deliver real results.</li> 
 <li>Free from harsh chemicals, parabens, and artificial fragrances.</li> 
</ul> 
<p>&nbsp;</p>",INSTRUCTIONS,"<p>Apply spot of cream to desired area (s), gently massage in an outward motion until absorbed.</p> 
<p>or&nbsp;</p> 
<p>Apply to palm and pat into affected areas on face and neck</p>",INGREDIENTS,"<p>Water, Grapeseed&nbsp;Oil, Emulsifying Wax NF, Glycerine, Cetyl Alcohol, Sepiwhite MSH, Chamomile&nbsp;Extract, Propanediol 1 3, Goji Berry Extract, Vitamin E Oil, Optiphen, Bergamot Essential Oil.</p>",RETURN POLICY,"<p>Returns accepted up to 7 days after receipt for local customers and up to 30 days for international customers. Items must be unopened, unused and in original packaging.</p>",,,,,,,,,,,Foryou Skin Bar
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Product,Exfoliation Glove,"<p>Make your skin glow with our Exfoliating Gloves. Reveal brighter, smoother, healthier skin that's full of life with gentle exfoliation that effectively removes dead skin cells from the surface and unclogs pores. Improve skin circulation and encourage healthy new skin growth for a naturally beautiful you.</p><p>&nbsp;</p><p>Sold per pair.</p>",666008_e8c1d507295041eeb8ef088acedeb3d1~mv2.png;666008_eb2e2d2dde9b4c89ab1bec64eebbc439~mv2.jpg;666008_2046207e65844a2882f454c152c75d9a~mv2.jpg,Natural Skincare Accessories & Tools,,,750.0,,true,PERCENT,0.0,0,,,Colour,DROP_DOWN,Mint green;Red;Pink;Purple;Orange;Yellow;Light Blue;Rose Pink;Lilac;Blue;Lime Green;White;Baby Blue,,,,,,,,,,,,,,,,BENEFITS,"<ul> 
 <li>Effective Exfoliation</li> 
 <li> <p>Promotes Cell Turnover</p> </li> 
 <li> <p>Improves Skin Texture</p> </li> 
 <li> <p>Boosts Blood Circulation</p> </li> 
 <li> <p>Improves Skin Absorption</p> </li> 
 <li> <p>Prevents Ingrown Hairs</p> </li> 
 <li> <p>Enhances Lymphatic Drainage</p> </li> 
 <li> <p>Reduces Dryness &amp; Flakiness</p> </li> 
 <li> <p>Prepares Skin for Sunless Tanning</p> </li> 
 <li> <p>Gentle Yet Effective</p> </li> 
 <li> <p>Convenient &amp; Easy to Use</p> </li> 
 <li> <p>Reusable &amp; Eco-Friendly</p> </li> 
</ul>",RETURN POLICY,"<p>Return within 7 days of receipt. Item must be unopened, unused and in orginal packaging.</p>",,,,,,,,,,,,,,,
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Variant,,,,,,,,,true,,,2,,,,,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Variant,,,,,,,,,true,,,1,,,,,Baby Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Variant,,,,,,,,,true,,,2,,,,,Light Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Variant,,,,,,,,,true,,,2,,,,,Lime Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Variant,,,,,,,,,true,,,2,,,,,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Variant,,,,,,,,,true,,,2,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Variant,,,,,,,,,true,,,0,,,,,Mint green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Variant,,,,,,,,,true,,,1,,,,,Lilac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Variant,,,,,,,,,true,,,1,,,,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Variant,,,,,,,,,true,,,1,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Variant,,,,,,,,,true,,,1,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Variant,,,,,,,,,true,,,1,,,,,Rose Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d7fd4ba5-c564-f29a-ce22-d01126cca3fb,Variant,,,,,,,,,true,,,2,,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7075b558-17a7-4798-ab84-121d199dd6db,Product,In Your Dreams All Natural Jamaican Handmade Body Butter,"<p>You will never have to worry about ashy&nbsp;skin when you apply In Your Dreams all natural Jamaican handmade body butter to your skin.&nbsp;Our&nbsp;luxurious body butter was formulated with the finest natural ingredients to nourish and pamper you from head to toe.</p><p>&nbsp;</p><p>Kokum Butter: Known for its exceptional moisturizing properties, kokum butter is deeply hydrating without leaving a greasy residue. Packed with essential fatty acids and antioxidants, it helps to rejuvenate and revitalize dry, tired skin, leaving it soft, supple, and radiant.</p><p>&nbsp;</p><p>Panthenol (Vitamin B5): This skin-loving vitamin acts as a humectant, attracting and locking in moisture to keep your skin hydrated and smooth. Panthenol also helps to soothe and calm irritated skin, making it perfect for sensitive or dry skin types.</p><p>&nbsp;</p><p>Sunflower Oil: Rich in vitamins A, D, and E, sunflower oil is a lightweight yet powerful emollient that nourishes and protects the skin. It absorbs quickly to replenish moisture and improve the overall texture and tone of your skin, leaving it feeling velvety soft and silky smooth.</p><p>&nbsp;</p><p>Scented with sensual blend of skin safe fragrance oils, this butter will&nbsp;captivate your senses with&nbsp;a luxuriously soft, feminine, and delicately sweet fragrance that wraps your skin in pure indulgence.&nbsp;This enchanting blend opens with a&nbsp;whimsically elegant and&nbsp;light and airy aroma infused with delicate peony, soft jasmine, and sugared berries. As the fragrance settles, the warmth of creamy vanilla emerges, adding a buttery smoothness that lingers like the embrace of a cozy cashmere wrap.</p><p>&nbsp;</p><p>The result? A dreamy, romantic scent that is both playfully sweet and irresistibly comforting, leaving your skin beautifully scented and nourished all day long.</p><p>&nbsp;</p><p>Indulge your senses and treat your skin to the ultimate hydration experience with our all natural Jamaican handmade&nbsp;Body Butter. Whether you use it as a daily moisturizer, post-shower treat, or before bed ritual, your skin will thank you for the loving care it deserves.</p>",666008_ee92e5738b9649b1af6029bdae897b5b~mv2.png;666008_7dbafa83c8d64fdd851d551d34e52ced~mv2.png;666008_d7dc3ab9379d414892796e1f28f6074b~mv2.jpg,Natural Body Care,,New,1500.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,4oz;8.5oz,,,,,,,,,,,,,,,,BENEFITS,"<ul> 
 <li><strong>Deep Hydration</strong>:</li> 
 <li><strong>Skin Repair and Protection</strong>:&nbsp;</li> 
 <li><strong>Emulsified Formula</strong>:&nbsp;</li> 
 <li><strong>Natural and Handmade</strong>:&nbsp;</li> 
</ul>",INGREDIENTS,"<p>Ingredients: Aqua (Water), Garcinia Indica Seed Butter, Butyrospermum Parkii (Shea) Butter, Emulsifying Wax NF, Helianthus Annuus Seed Oil, Cetyl Alcohol, Glycerine, Fragrance, Tocopherol, Panthenol, Propylene Glycol Diazolidinyl Urea Iodopropynyl Butylcarbamate, Behentrimonium Methosulfate (and) Cetearyl Alcohol Mica, Titanium Dioxide, Iron Oxide.</p>",INSTRUCTIONS,<p>Apply a generous scoop of body butter directly to your skin and gently massage using firm broad strokes until absorbed.</p>,RETURN,"<p>Returns accepted up to seven days after receipt. Items must be unopened, unused and in original packaging.</p>",,,,,,,,,,,Foryou Skin Bar
product_7075b558-17a7-4798-ab84-121d199dd6db,Variant,,,,,FSB8184344-5,,,,true,,,3,0.14,886.5,,,4oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7075b558-17a7-4798-ab84-121d199dd6db,Variant,,,,,FSB8184344-4,,,1000.0,true,,,0,0.27,1883.81,,,8.5oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85a2c3af-816f-310f-b56c-1affa178af6b,Product,Glow Reset Emulsifying Sugar Scrub,"<p>Reveal your skin’s natural glow with the Glow Restore Emulsifying Sugar Scrub, a handcrafted blend of nature’s most potent botanicals and nourishing butters. This luxurious scrub combines gentle exfoliation with deep hydration, leaving your skin smooth, radiant, and rejuvenated.</p><p>&nbsp;</p><p>At the heart of this scrub is a powerful combination of neem powder and bakuchi powder, celebrated in traditional skincare for their skin-clearing and brightening properties. Infused with grapeseed oil, a lightweight yet deeply moisturizing oil rich in antioxidants, this scrub helps nourish and protect your skin barrier. Shea butter and mango butter complete the formulation, delivering intense hydration and a velvety soft finish.</p><p>&nbsp;</p><p>The emulsifying formula transforms into a silky lotion upon contact with water, making rinsing effortless and leaving no greasy residue—just a clean, polished glow.</p><p>&nbsp;</p><p>Key Benefits:</p><ul>	<li>Exfoliation and Renewal: Fine sugar granules gently slough off dead skin cells, revealing fresh, vibrant skin.</li>	<li>Skin-Loving Botanicals: Neem and bakuchi powders help soothe, clarify, and promote an even complexion.</li>	<li>Intense Hydration: Shea and mango butters provide lasting moisture while grapeseed oil nourishes deeply.</li>	<li>Easy to Use: Emulsifies with water for a non-greasy, spa-like finish.</li></ul><p>&nbsp;</p><p>Perfect for all skin types, the Glow Reset&nbsp;Sugar Scrub is your ultimate self-care essential. Treat your skin to the goodness of nature and uncover a radiant you.</p>",666008_4ab62d87b5eb4e62882b1a48ac584f5d~mv2.png;666008_725adad167424acbb9fc7d1c2bb2bd4c~mv2.png;666008_94c6bd4227e3493fb04078c5669e8ed1~mv2.jpg;666008_60a1ae7671cd4291969160b2b5827271~mv2.jpg,Natural Body Care;Natural Acne & Blemish Control Solutions;Natural Exfoliating Scrubs & Treatments,FSB8842188,,1500.0,,true,PERCENT,0.0,2,0.14,573.59,,,,,,,,,,,,,,,,,,,BENEFITS,"<ul> 
 <li><strong>Exfoliation &amp; Skin Smoothness</strong></li> 
 <li><strong>Deep Hydration</strong></li> 
 <li><strong>Antioxidant Protection</strong></li> 
 <li><strong>Improved Skin Tone &amp; Texture</strong></li> 
 <li><strong>Anti-Inflammatory &amp; Calming Effects</strong></li> 
 <li><strong>Purifying &amp; Deep Cleansing</strong></li> 
 <li><strong>Aromatherapy &amp; Relaxation</strong></li> 
 <li><strong>Non-Greasy &amp; Easily Absorbed</strong></li> 
 <li><strong>Supports Skin Renewal</strong></li> 
 <li><strong>Suitable for All Skin Types</strong><br> &nbsp;</li> 
</ul>",INGREDIENTS,"<p>Sucrose (Sugar), Mangifera Indica (mango) Seed Butter, Butyrospermum Parkii (Shea) Butter, Emulsifying Wax, Vitis Vinifera (Grape) Seed Oil, Stearic Acid, Psoralia Corylifolia (Bakuchi) Seed Powder, Azadirachta Indica (Neem) Leaf Powder, Tocopherol (Vitamin E) Oil, Eucalyptus Globulus Leaf Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Mica, Titanium Dioxide and Iron Oxides, Phenoxyethanol, Methylparaben, Ethylparaben, Butylparaben, Propylparaben.</p>",INSTRUCTIONS,<p>Apply a generous amount directly to wet skin and gently massage in a circular motion for approximately 60 seconds. Rinse thoroughly with warm water.</p>,RETURN POLICY,"<p>Returns accepted up to seven days after receipt. Items must be unopened, unused and in original packaging.</p>",,,,,,,,,,,Foryou Skin Bar
